date,state,district,pincode,demo_age_5_17,demo_age_17_
16-09-2025,Uttarakhand,Pauri Garhwal,249304,0,3
16-09-2025,Uttarakhand,Pithoragarh,262522,4,15
16-09-2025,Uttarakhand,Pithoragarh,262533,1,0
16-09-2025,Uttarakhand,Pithoragarh,262534,3,3
16-09-2025,Uttarakhand,Pithoragarh,262541,1,4
16-09-2025,Uttarakhand,Pithoragarh,262545,0,7
16-09-2025,Uttarakhand,Pithoragarh,262547,0,3
16-09-2025,Uttarakhand,Tehri Garhwal,249001,1,15
16-09-2025,Uttarakhand,Tehri Garhwal,249125,0,2
16-09-2025,Uttarakhand,Tehri Garhwal,249132,3,1
16-09-2025,Uttarakhand,Tehri Garhwal,249145,2,2
16-09-2025,Uttarakhand,Udham Singh Nagar,244716,0,2
16-09-2025,Uttarakhand,Udham Singh Nagar,262308,16,99
16-09-2025,Uttarakhand,Udham Singh Nagar,262401,10,63
16-09-2025,Uttarakhand,Udham Singh Nagar,262405,3,45
16-09-2025,Uttarakhand,Udham Singh Nagar,263146,0,1
16-09-2025,Uttarakhand,Udham Singh Nagar,263148,9,64
16-09-2025,Uttarakhand,Uttarkashi,249171,3,8
16-09-2025,Uttarakhand,Uttarkashi,249196,3,4
17-09-2025,Uttarakhand,Almora,263623,4,6
17-09-2025,Uttarakhand,Almora,263624,2,1
17-09-2025,Uttarakhand,Almora,263629,0,3
17-09-2025,Uttarakhand,Almora,263637,1,2
17-09-2025,Uttarakhand,Almora,263653,0,13
17-09-2025,Uttarakhand,Almora,263667,0,2
17-09-2025,Uttarakhand,Almora,263680,0,1
17-09-2025,Uttarakhand,Bageshwar,263628,2,4
17-09-2025,Uttarakhand,Bageshwar,263642,3,5
17-09-2025,Uttarakhand,Chamoli,246424,1,3
17-09-2025,Uttarakhand,Chamoli,246426,0,2
17-09-2025,Uttarakhand,Chamoli,246428,1,9
17-09-2025,Uttarakhand,Chamoli,246443,1,3
17-09-2025,Uttarakhand,Chamoli,246481,0,2
17-09-2025,Uttarakhand,Chamoli,246488,0,1
17-09-2025,Uttarakhand,Champawat,262523,4,13
17-09-2025,Uttarakhand,Champawat,262525,1,1
17-09-2025,Uttarakhand,Champawat,262528,1,12
17-09-2025,Uttarakhand,Dehradun,248009,1,1
17-09-2025,Uttarakhand,Dehradun,248197,4,26
17-09-2025,Uttarakhand,Dehradun,248198,1,9
17-09-2025,Uttarakhand,Dehradun,249201,1,4
17-09-2025,Uttarakhand,Dehradun,249204,1,10
17-09-2025,Uttarakhand,Hardwar,247663,0,1
17-09-2025,Uttarakhand,Hardwar,247670,0,1
17-09-2025,Uttarakhand,Hardwar,249407,0,3
17-09-2025,Uttarakhand,Hardwar,249408,1,2
17-09-2025,Uttarakhand,Haridwar,247662,2,15
17-09-2025,Uttarakhand,Haridwar,247664,0,5
17-09-2025,Uttarakhand,Haridwar,249407,7,23
17-09-2025,Uttarakhand,Haridwar,249411,0,1
17-09-2025,Uttarakhand,Nainital,263002,5,10
17-09-2025,Uttarakhand,Nainital,263158,1,3
17-09-2025,Uttarakhand,Pauri Garhwal,246121,0,5
17-09-2025,Uttarakhand,Pauri Garhwal,246128,1,1
17-09-2025,Uttarakhand,Pauri Garhwal,246130,0,5
17-09-2025,Uttarakhand,Pauri Garhwal,246131,0,4
17-09-2025,Uttarakhand,Pauri Garhwal,246162,0,2
17-09-2025,Uttarakhand,Pauri Garhwal,246163,0,4
17-09-2025,Uttarakhand,Pauri Garhwal,246285,0,3
17-09-2025,Uttarakhand,Pithoragarh,262530,1,2
17-09-2025,Uttarakhand,Pithoragarh,262534,0,2
17-09-2025,Uttarakhand,Pithoragarh,262544,0,5
17-09-2025,Uttarakhand,Pithoragarh,262555,1,1
17-09-2025,Uttarakhand,Rudraprayag,246141,1,2
17-09-2025,Uttarakhand,Rudraprayag,246419,0,2
17-09-2025,Uttarakhand,Rudraprayag,246421,1,5
17-09-2025,Uttarakhand,Rudraprayag,246448,0,1
17-09-2025,Uttarakhand,Tehri Garhwal,249132,1,1
17-09-2025,Uttarakhand,Tehri Garhwal,249180,5,17
17-09-2025,Uttarakhand,Udham Singh Nagar,262401,6,63
17-09-2025,Uttarakhand,Udham Singh Nagar,262405,3,35
17-09-2025,Uttarakhand,Udham Singh Nagar,263146,0,1
17-09-2025,Uttarakhand,Udham Singh Nagar,263152,0,14
17-09-2025,Uttarakhand,Uttarkashi,249141,3,5
17-09-2025,Uttarakhand,Uttarkashi,249165,1,6
19-09-2025,Uttarakhand,Almora,263622,1,7
19-09-2025,Uttarakhand,Almora,263626,1,8
19-09-2025,Uttarakhand,Almora,263637,3,6
19-09-2025,Uttarakhand,Almora,263645,0,37
19-09-2025,Uttarakhand,Almora,263651,0,9
19-09-2025,Uttarakhand,Almora,263656,2,10
19-09-2025,Uttarakhand,Almora,263664,0,1
19-09-2025,Uttarakhand,Almora,263667,0,5
19-09-2025,Uttarakhand,Almora,263678,0,3
19-09-2025,Uttarakhand,Bageshwar,263628,1,7
19-09-2025,Uttarakhand,Bageshwar,263630,0,1
19-09-2025,Uttarakhand,Bageshwar,263639,0,2
19-09-2025,Uttarakhand,Chamoli,246443,0,4
19-09-2025,Uttarakhand,Champawat,262523,5,22
19-09-2025,Uttarakhand,Champawat,262580,0,8
19-09-2025,Uttarakhand,Dehradun,248002,0,13
19-09-2025,Uttarakhand,Dehradun,248005,1,13
19-09-2025,Uttarakhand,Dehradun,248009,0,2
19-09-2025,Uttarakhand,Dehradun,248012,0,3
19-09-2025,Uttarakhand,Dehradun,248122,0,1
19-09-2025,Uttarakhand,Dehradun,248123,1,5
19-09-2025,Uttarakhand,Dehradun,248141,0,5
19-09-2025,Uttarakhand,Dehradun,248199,0,8
19-09-2025,Uttarakhand,Dehradun,249201,1,8
19-09-2025,Uttarakhand,Hardwar,249402,1,0
19-09-2025,Uttarakhand,Haridwar,247662,0,17
19-09-2025,Uttarakhand,Haridwar,247663,13,87
19-09-2025,Uttarakhand,Haridwar,247670,5,14
19-09-2025,Uttarakhand,Haridwar,249402,7,35
19-09-2025,Uttarakhand,Nainital,244713,0,8
19-09-2025,Uttarakhand,Nainital,263001,0,1
19-09-2025,Uttarakhand,Nainital,263002,0,5
19-09-2025,Uttarakhand,Nainital,263134,0,1
19-09-2025,Uttarakhand,Nainital,263138,1,16
19-09-2025,Uttarakhand,Pauri Garhwal,246125,1,0
19-09-2025,Uttarakhand,Pauri Garhwal,246142,0,1
19-09-2025,Uttarakhand,Pauri Garhwal,246149,5,30
19-09-2025,Uttarakhand,Pauri Garhwal,246166,1,1
19-09-2025,Uttarakhand,Pauri Garhwal,246167,2,5
19-09-2025,Uttarakhand,Pauri Garhwal,246169,0,2
19-09-2025,Uttarakhand,Pauri Garhwal,246275,1,12
19-09-2025,Uttarakhand,Pauri Garhwal,249304,1,34
19-09-2025,Uttarakhand,Pithoragarh,262501,4,15
19-09-2025,Uttarakhand,Pithoragarh,262521,1,7
19-09-2025,Uttarakhand,Pithoragarh,262529,1,2
19-09-2025,Uttarakhand,Pithoragarh,262544,0,4
19-09-2025,Uttarakhand,Pithoragarh,262546,0,1
19-09-2025,Uttarakhand,Pithoragarh,262553,6,8
19-09-2025,Uttarakhand,Rudraprayag,246171,1,6
19-09-2025,Uttarakhand,Rudraprayag,246429,0,1
19-09-2025,Uttarakhand,Tehri Garhwal,249001,0,21
19-09-2025,Uttarakhand,Tehri Garhwal,249126,0,4
19-09-2025,Uttarakhand,Tehri Garhwal,249131,0,11
19-09-2025,Uttarakhand,Tehri Garhwal,249145,2,5
19-09-2025,Uttarakhand,Tehri Garhwal,249186,3,16
19-09-2025,Uttarakhand,Udham Singh Nagar,244714,0,1
19-09-2025,Uttarakhand,Udham Singh Nagar,262308,22,74
19-09-2025,Uttarakhand,Udham Singh Nagar,262401,6,57
19-09-2025,Uttarakhand,Uttarkashi,249185,3,15
19-09-2025,Uttarakhand,Uttarkashi,249193,4,19
18-09-2025,Uttarakhand,Almora,263621,1,1
18-09-2025,Uttarakhand,Almora,263645,1,11
18-09-2025,Uttarakhand,Almora,263652,0,2
18-09-2025,Uttarakhand,Almora,263655,1,6
18-09-2025,Uttarakhand,Almora,263656,0,11
18-09-2025,Uttarakhand,Almora,263680,0,2
18-09-2025,Uttarakhand,Bageshwar,263628,0,2
18-09-2025,Uttarakhand,Bageshwar,263632,1,0
18-09-2025,Uttarakhand,Bageshwar,263634,4,3
18-09-2025,Uttarakhand,Bageshwar,263641,1,1
18-09-2025,Uttarakhand,Chamoli,246426,0,6
18-09-2025,Uttarakhand,Chamoli,246446,0,2
18-09-2025,Uttarakhand,Chamoli,246475,0,1
18-09-2025,Uttarakhand,Champawat,262525,0,2
18-09-2025,Uttarakhand,Champawat,262529,0,1
18-09-2025,Uttarakhand,Dehradun,248123,1,10
18-09-2025,Uttarakhand,Dehradun,248145,1,1
18-09-2025,Uttarakhand,Hardwar,249408,0,1
18-09-2025,Uttarakhand,Haridwar,246763,0,3
18-09-2025,Uttarakhand,Haridwar,247656,1,37
18-09-2025,Uttarakhand,Haridwar,247661,2,35
18-09-2025,Uttarakhand,Haridwar,247663,9,84
18-09-2025,Uttarakhand,Haridwar,247670,2,17
18-09-2025,Uttarakhand,Haridwar,249408,4,25
18-09-2025,Uttarakhand,Nainital,263139,10,88
18-09-2025,Uttarakhand,Nainital,263140,0,9
18-09-2025,Uttarakhand,Nainital,263141,0,3
18-09-2025,Uttarakhand,Pauri Garhwal,246124,0,1
18-09-2025,Uttarakhand,Pauri Garhwal,246127,0,1
18-09-2025,Uttarakhand,Pauri Garhwal,246130,0,6
18-09-2025,Uttarakhand,Pauri Garhwal,246144,1,3
18-09-2025,Uttarakhand,Pauri Garhwal,246169,0,4
18-09-2025,Uttarakhand,Pauri Garhwal,246173,0,4
18-09-2025,Uttarakhand,Pauri Garhwal,246176,0,2
18-09-2025,Uttarakhand,Pithoragarh,262532,0,3
18-09-2025,Uttarakhand,Pithoragarh,262534,2,2
18-09-2025,Uttarakhand,Pithoragarh,262547,0,2
18-09-2025,Uttarakhand,Pithoragarh,262554,1,3
18-09-2025,Uttarakhand,Pithoragarh,262555,0,2
18-09-2025,Uttarakhand,Rudraprayag,246475,3,10
18-09-2025,Uttarakhand,Tehri Garhwal,249122,0,7
18-09-2025,Uttarakhand,Tehri Garhwal,249126,0,1
18-09-2025,Uttarakhand,Tehri Garhwal,249146,0,4
18-09-2025,Uttarakhand,Tehri Garhwal,249155,1,37
18-09-2025,Uttarakhand,Tehri Garhwal,249165,0,12
18-09-2025,Uttarakhand,Tehri Garhwal,249175,3,5
18-09-2025,Uttarakhand,Tehri Garhwal,249196,1,2
18-09-2025,Uttarakhand,Udham Singh Nagar,263148,9,65
18-09-2025,Uttarakhand,Uttarkashi,249165,1,6
20-09-2025,Uttarakhand,Almora,263636,0,1
20-09-2025,Uttarakhand,Almora,263637,0,3
20-09-2025,Uttarakhand,Almora,263638,0,3
20-09-2025,Uttarakhand,Almora,263639,0,1
20-09-2025,Uttarakhand,Almora,263643,0,2
20-09-2025,Uttarakhand,Almora,263645,1,12
20-09-2025,Uttarakhand,Almora,263653,0,5
20-09-2025,Uttarakhand,Almora,263661,1,5
20-09-2025,Uttarakhand,Almora,263665,0,1
20-09-2025,Uttarakhand,Almora,263678,1,2
20-09-2025,Uttarakhand,Bageshwar,263631,0,5
20-09-2025,Uttarakhand,Bageshwar,263639,0,2
20-09-2025,Uttarakhand,Bageshwar,263679,2,3
20-09-2025,Uttarakhand,Chamoli,246424,1,3
20-09-2025,Uttarakhand,Chamoli,246440,0,2
20-09-2025,Uttarakhand,Chamoli,246453,0,2
20-09-2025,Uttarakhand,Chamoli,246472,1,3
20-09-2025,Uttarakhand,Champawat,262524,4,23
20-09-2025,Uttarakhand,Champawat,262525,0,2
20-09-2025,Uttarakhand,Dehradun,248001,5,105
20-09-2025,Uttarakhand,Dehradun,248007,4,62
20-09-2025,Uttarakhand,Dehradun,248009,0,7
20-09-2025,Uttarakhand,Dehradun,248121,0,4
20-09-2025,Uttarakhand,Dehradun,248124,0,2
20-09-2025,Uttarakhand,Dehradun,248125,1,11
20-09-2025,Uttarakhand,Dehradun,248144,0,1
20-09-2025,Uttarakhand,Dehradun,248158,1,6
20-09-2025,Uttarakhand,Dehradun,248159,0,2
20-09-2025,Uttarakhand,Dehradun,248179,0,7
20-09-2025,Uttarakhand,Dehradun,248202,0,1
20-09-2025,Uttarakhand,Dehradun,249203,0,1
20-09-2025,Uttarakhand,Garhwal,246001,0,1
20-09-2025,Uttarakhand,Hardwar,247667,0,5
20-09-2025,Uttarakhand,Haridwar,247661,2,41
20-09-2025,Uttarakhand,Haridwar,247667,9,99
20-09-2025,Uttarakhand,Haridwar,249401,0,13
20-09-2025,Uttarakhand,Haridwar,249403,1,10
20-09-2025,Uttarakhand,Haridwar,249407,2,32
20-09-2025,Uttarakhand,Nainital,244713,2,5
20-09-2025,Uttarakhand,Nainital,244715,3,58
20-09-2025,Uttarakhand,Nainital,263126,1,10
20-09-2025,Uttarakhand,Nainital,263127,0,1
20-09-2025,Uttarakhand,Nainital,263136,4,4
20-09-2025,Uttarakhand,Pauri Garhwal,246127,0,1
20-09-2025,Uttarakhand,Pauri Garhwal,246130,0,5
20-09-2025,Uttarakhand,Pauri Garhwal,246142,0,2
20-09-2025,Uttarakhand,Pauri Garhwal,246148,0,2
20-09-2025,Uttarakhand,Pauri Garhwal,246159,1,1
20-09-2025,Uttarakhand,Pauri Garhwal,246162,0,4
20-09-2025,Uttarakhand,Pauri Garhwal,246167,0,5
20-09-2025,Uttarakhand,Pauri Garhwal,246276,1,3
20-09-2025,Uttarakhand,Pithoragarh,262501,1,8
20-09-2025,Uttarakhand,Pithoragarh,262502,0,1
20-09-2025,Uttarakhand,Pithoragarh,262520,1,1
20-09-2025,Uttarakhand,Pithoragarh,262530,0,4
20-09-2025,Uttarakhand,Pithoragarh,262534,2,2
20-09-2025,Uttarakhand,Pithoragarh,262542,0,1
20-09-2025,Uttarakhand,Pithoragarh,262544,0,2
20-09-2025,Uttarakhand,Pithoragarh,262545,0,10
20-09-2025,Uttarakhand,Pithoragarh,262551,2,6
20-09-2025,Uttarakhand,Pithoragarh,262554,1,7
20-09-2025,Uttarakhand,Rudraprayag,246141,1,4
20-09-2025,Uttarakhand,Rudraprayag,246419,1,2
20-09-2025,Uttarakhand,Rudraprayag,246429,0,2
20-09-2025,Uttarakhand,Rudraprayag,246439,0,2
20-09-2025,Uttarakhand,Rudraprayag,246469,1,1
20-09-2025,Uttarakhand,Tehri Garhwal,249128,0,1
20-09-2025,Uttarakhand,Tehri Garhwal,249131,0,8
20-09-2025,Uttarakhand,Tehri Garhwal,249151,1,2
20-09-2025,Uttarakhand,Tehri Garhwal,249175,0,3
20-09-2025,Uttarakhand,Uttarkashi,249171,4,5
13-10-2025,Uttarakhand,Almora,263601,0,8
13-10-2025,Uttarakhand,Almora,263622,0,6
13-10-2025,Uttarakhand,Almora,263626,0,2
13-10-2025,Uttarakhand,Almora,263646,0,6
13-10-2025,Uttarakhand,Almora,263659,0,5
13-10-2025,Uttarakhand,Bageshwar,263635,0,1
13-10-2025,Uttarakhand,Bageshwar,263642,1,0
13-10-2025,Uttarakhand,Chamoli,246424,0,1
13-10-2025,Uttarakhand,Chamoli,246429,0,1
13-10-2025,Uttarakhand,Chamoli,246474,0,1
13-10-2025,Uttarakhand,Chamoli,246483,0,1
13-10-2025,Uttarakhand,Dehradun,248003,0,3
13-10-2025,Uttarakhand,Dehradun,248006,0,2
13-10-2025,Uttarakhand,Dehradun,248008,1,5
13-10-2025,Uttarakhand,Dehradun,248009,0,2
13-10-2025,Uttarakhand,Dehradun,248124,1,2
13-10-2025,Uttarakhand,Dehradun,248142,0,7
13-10-2025,Uttarakhand,Dehradun,248171,1,7
13-10-2025,Uttarakhand,Dehradun,248199,0,4
13-10-2025,Uttarakhand,Dehradun,249203,1,0
13-10-2025,Uttarakhand,Hardwar,247667,0,4
13-10-2025,Uttarakhand,Hardwar,249401,0,1
13-10-2025,Uttarakhand,Haridwar,247656,2,14
13-10-2025,Uttarakhand,Haridwar,247670,0,13
13-10-2025,Uttarakhand,Haridwar,249401,0,15
13-10-2025,Uttarakhand,Haridwar,249407,0,9
13-10-2025,Uttarakhand,Haridwar,249408,0,20
13-10-2025,Uttarakhand,Nainital,263135,2,3
13-10-2025,Uttarakhand,Nainital,263136,0,4
13-10-2025,Uttarakhand,Nainital,263140,0,3
13-10-2025,Uttarakhand,Nainital,263157,0,3
13-10-2025,Uttarakhand,Pauri Garhwal,246161,0,2
13-10-2025,Uttarakhand,Pauri Garhwal,249306,0,1
13-10-2025,Uttarakhand,Pithoragarh,262501,0,9
13-10-2025,Uttarakhand,Pithoragarh,262502,0,1
13-10-2025,Uttarakhand,Pithoragarh,262521,0,3
13-10-2025,Uttarakhand,Pithoragarh,262522,0,18
13-10-2025,Uttarakhand,Pithoragarh,262542,0,1
13-10-2025,Uttarakhand,Pithoragarh,262552,0,4
13-10-2025,Uttarakhand,Rudraprayag,246171,0,2
13-10-2025,Uttarakhand,Rudraprayag,246425,0,7
13-10-2025,Uttarakhand,Rudraprayag,246439,0,3
13-10-2025,Uttarakhand,Tehri Garhwal,249130,0,1
13-10-2025,Uttarakhand,Tehri Garhwal,249180,0,9
13-10-2025,Uttarakhand,Tehri Garhwal,249181,1,7
13-10-2025,Uttarakhand,Udham Singh Nagar,244713,2,41
13-10-2025,Uttarakhand,Udham Singh Nagar,262311,1,10
13-10-2025,Uttarakhand,Udham Singh Nagar,263148,4,36
13-10-2025,Uttarakhand,Udham Singh Nagar,263153,1,19
13-10-2025,Uttarakhand,Uttarkashi,249141,0,7
13-10-2025,Uttarakhand,Uttarkashi,249196,0,3
15-10-2025,Uttarakhand,Almora,263623,1,5
15-10-2025,Uttarakhand,Almora,263626,0,3
15-10-2025,Uttarakhand,Almora,263629,1,4
15-10-2025,Uttarakhand,Almora,263638,0,1
15-10-2025,Uttarakhand,Almora,263655,0,2
15-10-2025,Uttarakhand,Almora,263659,0,3
15-10-2025,Uttarakhand,Almora,263660,0,2
15-10-2025,Uttarakhand,Almora,263661,0,3
15-10-2025,Uttarakhand,Almora,263663,0,2
15-10-2025,Uttarakhand,Almora,263680,1,2
15-10-2025,Uttarakhand,Bageshwar,263628,0,3
15-10-2025,Uttarakhand,Bageshwar,263640,0,1
15-10-2025,Uttarakhand,Bageshwar,263642,7,11
15-10-2025,Uttarakhand,Chamoli,246428,1,5
15-10-2025,Uttarakhand,Chamoli,246435,0,2
15-10-2025,Uttarakhand,Chamoli,246441,1,0
15-10-2025,Uttarakhand,Chamoli,246443,1,5
15-10-2025,Uttarakhand,Dehradun,248002,0,12
15-10-2025,Uttarakhand,Dehradun,248007,3,31
15-10-2025,Uttarakhand,Dehradun,248146,0,1
15-10-2025,Uttarakhand,Dehradun,248196,3,18
15-10-2025,Uttarakhand,Dehradun,248199,0,10
15-10-2025,Uttarakhand,Dehradun,249201,2,14
15-10-2025,Uttarakhand,Dehradun,249204,5,35
15-10-2025,Uttarakhand,Garhwal,249304,0,1
15-10-2025,Uttarakhand,Hardwar,247656,0,1
15-10-2025,Uttarakhand,Hardwar,247667,0,3
15-10-2025,Uttarakhand,Haridwar,249403,3,20
15-10-2025,Uttarakhand,Nainital,263135,0,11
15-10-2025,Uttarakhand,Nainital,263158,1,3
15-10-2025,Uttarakhand,Pauri Garhwal,246166,0,1
15-10-2025,Uttarakhand,Pauri Garhwal,246194,0,1
15-10-2025,Uttarakhand,Pauri Garhwal,246285,1,3
15-10-2025,Uttarakhand,Pithoragarh,262530,0,3
15-10-2025,Uttarakhand,Pithoragarh,262542,1,2
15-10-2025,Uttarakhand,Pithoragarh,262544,0,1
15-10-2025,Uttarakhand,Pithoragarh,262552,1,7
15-10-2025,Uttarakhand,Pithoragarh,262553,3,12
15-10-2025,Uttarakhand,Pithoragarh,262576,0,9
15-10-2025,Uttarakhand,Rudraprayag,246419,0,3
15-10-2025,Uttarakhand,Rudraprayag,246421,3,3
15-10-2025,Uttarakhand,Rudraprayag,246495,0,1
15-10-2025,Uttarakhand,Tehri Garhwal,249126,1,0
15-10-2025,Uttarakhand,Tehri Garhwal,249151,0,1
15-10-2025,Uttarakhand,Tehri Garhwal,249192,0,6
15-10-2025,Uttarakhand,Tehri Garhwal,249199,0,6
15-10-2025,Uttarakhand,Udham Singh Nagar,262311,0,22
15-10-2025,Uttarakhand,Udham Singh Nagar,262405,6,46
15-10-2025,Uttarakhand,Uttarkashi,249193,2,5
16-10-2025,Uttarakhand,Almora,244715,0,1
16-10-2025,Uttarakhand,Almora,263601,2,28
16-10-2025,Uttarakhand,Almora,263621,1,3
16-10-2025,Uttarakhand,Almora,263636,2,0
16-10-2025,Uttarakhand,Almora,263638,0,1
16-10-2025,Uttarakhand,Almora,263645,0,9
16-10-2025,Uttarakhand,Almora,263653,1,7
16-10-2025,Uttarakhand,Almora,263655,0,2
16-10-2025,Uttarakhand,Almora,263678,0,2
16-10-2025,Uttarakhand,Bageshwar,263630,0,1
16-10-2025,Uttarakhand,Bageshwar,263640,1,0
16-10-2025,Uttarakhand,Chamoli,246426,0,1
16-10-2025,Uttarakhand,Chamoli,246429,1,8
16-10-2025,Uttarakhand,Chamoli,246443,0,12
16-10-2025,Uttarakhand,Chamoli,246444,1,5
16-10-2025,Uttarakhand,Chamoli,246449,1,0
16-10-2025,Uttarakhand,Chamoli,246481,0,6
16-10-2025,Uttarakhand,Chamoli,246482,0,2
16-10-2025,Uttarakhand,Chamoli,246486,0,2
16-10-2025,Uttarakhand,Champawat,262524,1,17
16-10-2025,Uttarakhand,Champawat,262525,0,3
16-10-2025,Uttarakhand,Dehradun,248006,0,1
16-10-2025,Uttarakhand,Dehradun,248008,2,19
16-10-2025,Uttarakhand,Dehradun,248012,0,1
16-10-2025,Uttarakhand,Dehradun,248140,3,23
16-10-2025,Uttarakhand,Dehradun,248145,1,6
16-10-2025,Uttarakhand,Dehradun,248146,0,2
16-10-2025,Uttarakhand,Dehradun,249204,6,26
16-10-2025,Uttarakhand,Garhwal,246149,0,3
16-10-2025,Uttarakhand,Garhwal,246172,1,0
16-10-2025,Uttarakhand,Hardwar,247666,0,1
16-10-2025,Uttarakhand,Hardwar,247670,0,2
16-10-2025,Uttarakhand,Haridwar,247656,2,48
16-10-2025,Uttarakhand,Haridwar,247664,1,13
16-10-2025,Uttarakhand,Haridwar,247670,4,10
16-10-2025,Uttarakhand,Haridwar,249401,2,17
16-10-2025,Uttarakhand,Haridwar,249410,2,5
16-10-2025,Uttarakhand,Nainital,263001,0,1
16-10-2025,Uttarakhand,Nainital,263126,0,11
16-10-2025,Uttarakhand,Nainital,263127,2,1
16-10-2025,Uttarakhand,Nainital,263132,1,12
16-10-2025,Uttarakhand,Nainital,263135,0,4
16-10-2025,Uttarakhand,Pauri Garhwal,246124,0,4
16-10-2025,Uttarakhand,Pauri Garhwal,246128,0,4
16-10-2025,Uttarakhand,Pauri Garhwal,246131,0,1
16-10-2025,Uttarakhand,Pauri Garhwal,246148,0,1
16-10-2025,Uttarakhand,Pithoragarh,262520,1,1
16-10-2025,Uttarakhand,Pithoragarh,262521,0,4
16-10-2025,Uttarakhand,Pithoragarh,262530,1,0
16-10-2025,Uttarakhand,Rudraprayag,246475,2,5
16-10-2025,Uttarakhand,Tehri Garhwal,249130,0,1
16-10-2025,Uttarakhand,Tehri Garhwal,249132,3,12
16-10-2025,Uttarakhand,Udham Singh Nagar,262308,15,62
16-10-2025,Uttarakhand,Udham Singh Nagar,262405,6,39
16-10-2025,Uttarakhand,Udham Singh Nagar,263145,1,2
16-10-2025,Uttarakhand,Udham Singh Nagar,263153,10,68
16-10-2025,Uttarakhand,Uttarkashi,249165,3,5
16-10-2025,Uttarakhand,Uttarkashi,249171,1,6
16-10-2025,Uttarakhand,Uttarkashi,249193,3,12
26-10-2025,Uttarakhand,Almora,263623,0,7
26-10-2025,Uttarakhand,Almora,263626,0,1
26-10-2025,Uttarakhand,Almora,263658,0,5
26-10-2025,Uttarakhand,Bageshwar,263619,0,1
26-10-2025,Uttarakhand,Bageshwar,263633,0,1
26-10-2025,Uttarakhand,Chamoli,246426,0,1
26-10-2025,Uttarakhand,Chamoli,246429,0,3
26-10-2025,Uttarakhand,Chamoli,246473,2,6
26-10-2025,Uttarakhand,Champawat,262523,0,22
26-10-2025,Uttarakhand,Dehradun,248142,0,14
26-10-2025,Uttarakhand,Dehradun,248143,0,3
26-10-2025,Uttarakhand,Dehradun,248146,0,1
26-10-2025,Uttarakhand,Dehradun,249205,1,4
26-10-2025,Uttarakhand,Garhwal,246128,0,1
26-10-2025,Uttarakhand,Hardwar,247661,0,1
26-10-2025,Uttarakhand,Hardwar,249407,0,2
26-10-2025,Uttarakhand,Haridwar,247661,1,44
26-10-2025,Uttarakhand,Haridwar,247668,0,21
26-10-2025,Uttarakhand,Haridwar,247670,2,16
26-10-2025,Uttarakhand,Haridwar,249404,2,30
26-10-2025,Uttarakhand,Haridwar,249410,3,3
26-10-2025,Uttarakhand,Nainital,244715,3,25
26-10-2025,Uttarakhand,Nainital,263138,2,9
26-10-2025,Uttarakhand,Nainital,263140,1,18
26-10-2025,Uttarakhand,Nainital,263157,0,8
26-10-2025,Uttarakhand,Pauri Garhwal,246121,0,17
26-10-2025,Uttarakhand,Pauri Garhwal,246130,0,6
26-10-2025,Uttarakhand,Pauri Garhwal,246164,0,4
26-10-2025,Uttarakhand,Pauri Garhwal,246176,0,1
26-10-2025,Uttarakhand,Pauri Garhwal,246193,0,1
26-10-2025,Uttarakhand,Pithoragarh,262502,0,1
26-10-2025,Uttarakhand,Pithoragarh,262529,0,1
26-10-2025,Uttarakhand,Pithoragarh,262553,0,5
26-10-2025,Uttarakhand,Rudraprayag,246171,1,4
26-10-2025,Uttarakhand,Rudraprayag,246429,1,0
26-10-2025,Uttarakhand,Tehri Garhwal,249001,0,10
26-10-2025,Uttarakhand,Tehri Garhwal,249121,0,1
26-10-2025,Uttarakhand,Tehri Garhwal,249131,2,11
26-10-2025,Uttarakhand,Tehri Garhwal,249137,0,4
26-10-2025,Uttarakhand,Tehri Garhwal,249155,3,20
26-10-2025,Uttarakhand,Udham Singh Nagar,244713,3,111
26-10-2025,Uttarakhand,Udham Singh Nagar,262401,3,58
26-10-2025,Uttarakhand,Udham Singh Nagar,263148,4,82
26-10-2025,Uttarakhand,Udham Singh Nagar,263149,1,1
26-10-2025,Uttarakhand,Uttarkashi,249194,0,2
19-10-2025,Uttarakhand,Almora,263637,1,3
19-10-2025,Uttarakhand,Almora,263645,1,2
19-10-2025,Uttarakhand,Almora,263660,0,1
19-10-2025,Uttarakhand,Bageshwar,263641,3,2
19-10-2025,Uttarakhand,Bageshwar,263679,1,2
19-10-2025,Uttarakhand,Chamoli,246427,0,3
19-10-2025,Uttarakhand,Chamoli,246435,1,4
19-10-2025,Uttarakhand,Chamoli,246443,0,1
19-10-2025,Uttarakhand,Champawat,262523,1,1
19-10-2025,Uttarakhand,Champawat,262527,1,0
19-10-2025,Uttarakhand,Dehradun,248006,0,2
19-10-2025,Uttarakhand,Dehradun,248125,1,8
19-10-2025,Uttarakhand,Dehradun,248143,2,2
19-10-2025,Uttarakhand,Dehradun,248165,1,0
19-10-2025,Uttarakhand,Dehradun,248171,0,24
19-10-2025,Uttarakhand,Garhwal,246176,0,1
19-10-2025,Uttarakhand,Hardwar,249402,1,0
19-10-2025,Uttarakhand,Hardwar,249404,0,1
19-10-2025,Uttarakhand,Hardwar,249407,0,1
19-10-2025,Uttarakhand,Haridwar,247668,2,7
19-10-2025,Uttarakhand,Haridwar,249402,5,41
19-10-2025,Uttarakhand,Haridwar,249408,1,9
